G.STA. CLAR,"A, SON","(31 42 N, 114 30 W)"
Fecha Inici,al: 2018/0,01-ene
Fecha Final,:   2018/1,ene-13
Zona de Tie,mpo: 0,
Intervalo d,e Muestreo,: 60 minuto(s)
Nivel de Re,ferencia:,Bajamar Media Inferior (NBMI)
Alturas en,metros,
02/02/2018,07 00 00,2.172
02/02/2018,08 00 00,3.903
02/02/2018,09 00 00,5.325
02/02/2018,10 00 00,6.101
02/02/2018,11 00 00,6.055
02/02/2018,12 00 00,5.223
02/02/2018,13 00 00,3.837
02/02/2018,14 00 00,2.259
02/02/2018,15 00 00,0.891
02/02/2018,16 00 00,0.068
02/02/2018,17 00 00,-0.025
02/02/2018,18 00 00,0.607
02/02/2018,19 00 00,1.773
02/02/2018,20 00 00,3.15
02/02/2018,21 00 00,4.369
02/02/2018,22 00 00,5.105
02/02/2018,23 00 00,5.163
03/02/2018,00 00 00,4.518
03/02/2018,01 00 00,3.328
03/02/2018,02 00 00,1.891
03/02/2018,03 00 00,0.572
03/02/2018,04 00 00,-0.29
03/02/2018,05 00 00,-0.464
03/02/2018,06 00 00,0.108
03/02/2018,07 00 00,1.297
03/02/2018,08 00 00,2.818
03/02/2018,09 00 00,4.3
03/02/2018,10 00 00,5.384
03/02/2018,11 00 00,5.812
03/02/2018,12 00 00,5.495
03/02/2018,13 00 00,4.533
03/02/2018,14 00 00,3.184
03/02/2018,15 00 00,1.796
03/02/2018,16 00 00,0.715
03/02/2018,17 00 00,0.196
03/02/2018,18 00 00,0.344
03/02/2018,19 00 00,1.088
03/02/2018,20 00 00,2.213
03/02/2018,21 00 00,3.412
03/02/2018,22 00 00,4.368
03/02/2018,23 00 00,4.836
04/02/2018,00 00 00,4.697
04/02/2018,01 00 00,3.987
04/02/2018,02 00 00,2.888
04/02/2018,03 00 00,1.68
04/02/2018,04 00 00,0.672
04/02/2018,05 00 00,0.125
04/02/2018,06 00 00,0.184
04/02/2018,07 00 00,0.844
04/02/2018,08 00 00,1.948
04/02/2018,09 00 00,3.226
04/02/2018,10 00 00,4.362
04/02/2018,11 00 00,5.08
04/02/2018,12 00 00,5.21
04/02/2018,13 00 00,4.735
04/02/2018,14 00 00,3.787
04/02/2018,15 00 00,2.616
04/02/2018,16 00 00,1.516
04/02/2018,17 00 00,0.754
04/02/2018,18 00 00,0.5
04/02/2018,19 00 00,0.787
04/02/2018,20 00 00,1.513
04/02/2018,21 00 00,2.471
04/02/2018,22 00 00,3.407
04/02/2018,23 00 00,4.08
05/02/2018,00 00 00,4.327
05/02/2018,01 00 00,4.094
05/02/2018,02 00 00,3.449
05/02/2018,03 00 00,2.563
05/02/2018,04 00 00,1.663
05/02/2018,05 00 00,0.98
05/02/2018,06 00 00,0.691
05/02/2018,07 00 00,0.872
05/02/2018,08 00 00,1.483
05/02/2018,09 00 00,2.372
05/02/2018,10 00 00,3.32
05/02/2018,11 00 00,4.089
05/02/2018,12 00 00,4.491
05/02/2018,13 00 00,4.431
05/02/2018,14 00 00,3.933
05/02/2018,15 00 00,3.128
05/02/2018,16 00 00,2.223
05/02/2018,17 00 00,1.437
05/02/2018,18 00 00,0.953
05/02/2018,19 00 00,0.867
05/02/2018,20 00 00,1.173
05/02/2018,21 00 00,1.768
05/02/2018,22 00 00,2.489
05/02/2018,23 00 00,3.149
06/02/2018,00 00 00,3.592
06/02/2018,01 00 00,3.72
06/02/2018,02 00 00,3.517
06/02/2018,03 00 00,3.048
06/02/2018,04 00 00,2.44
06/02/2018,05 00 00,1.852
06/02/2018,06 00 00,1.433
06/02/2018,07 00 00,1.29
06/02/2018,08 00 00,1.46
06/02/2018,09 00 00,1.902
06/02/2018,10 00 00,2.503
06/02/2018,11 00 00,3.113
06/02/2018,12 00 00,3.574
06/02/2018,13 00 00,3.77
06/02/2018,14 00 00,3.652
06/02/2018,15 00 00,3.25
06/02/2018,16 00 00,2.665
06/02/2018,17 00 00,2.039
06/02/2018,18 00 00,1.517
06/02/2018,19 00 00,1.21
06/02/2018,20 00 00,1.171
06/02/2018,21 00 00,1.388
06/02/2018,22 00 00,1.79
06/02/2018,23 00 00,2.272
07/02/2018,00 00 00,2.722
07/02/2018,01 00 00,3.043
07/02/2018,02 00 00,3.178
07/02/2018,03 00 00,3.112
07/02/2018,04 00 00,2.878
07/02/2018,05 00 00,2.543
07/02/2018,06 00 00,2.194
07/02/2018,07 00 00,1.92
07/02/2018,08 00 00,1.788
07/02/2018,09 00 00,1.833
07/02/2018,10 00 00,2.041
07/02/2018,11 00 00,2.357
07/02/2018,12 00 00,2.698
07/02/2018,13 00 00,2.971
07/02/2018,14 00 00,3.099
07/02/2018,15 00 00,3.043
07/02/2018,16 00 00,2.81
07/02/2018,17 00 00,2.449
07/02/2018,18 00 00,2.039
07/02/2018,19 00 00,1.668
07/02/2018,20 00 00,1.409
07/02/2018,21 00 00,1.307
07/02/2018,22 00 00,1.373
07/02/2018,23 00 00,1.587
08/02/2018,00 00 00,1.902
08/02/2018,01 00 00,2.258
08/02/2018,02 00 00,2.59
08/02/2018,03 00 00,2.842
08/02/2018,04 00 00,2.972
08/02/2018,05 00 00,2.962
08/02/2018,06 00 00,2.821
08/02/2018,07 00 00,2.586
08/02/2018,08 00 00,2.315
08/02/2018,09 00 00,2.077
08/02/2018,10 00 00,1.931
08/02/2018,11 00 00,1.913
08/02/2018,12 00 00,2.023
08/02/2018,13 00 00,2.225
08/02/2018,14 00 00,2.456
08/02/2018,15 00 00,2.643
08/02/2018,16 00 00,2.724
08/02/2018,17 00 00,2.661
08/02/2018,18 00 00,2.457
08/02/2018,19 00 00,2.145
08/02/2018,20 00 00,1.787
08/02/2018,21 00 00,1.457
08/02/2018,22 00 00,1.225
08/02/2018,23 00 00,1.144
09/02/2018,00 00 00,1.242
09/02/2018,01 00 00,1.511
09/02/2018,02 00 00,1.911
09/02/2018,03 00 00,2.37
09/02/2018,04 00 00,2.801
09/02/2018,05 00 00,3.117
09/02/2018,06 00 00,3.249
09/02/2018,07 00 00,3.169
09/02/2018,08 00 00,2.899
09/02/2018,09 00 00,2.508
09/02/2018,10 00 00,2.094
09/02/2018,11 00 00,1.765
09/02/2018,12 00 00,1.601
09/02/2018,13 00 00,1.639
09/02/2018,14 00 00,1.855
09/02/2018,15 00 00,2.178
09/02/2018,16 00 00,2.504
09/02/2018,17 00 00,2.727
09/02/2018,18 00 00,2.769
09/02/2018,19 00 00,2.6
09/02/2018,20 00 00,2.245
09/02/2018,21 00 00,1.779
09/02/2018,22 00 00,1.307
09/02/2018,23 00 00,0.944
10/02/2018,00 00 00,0.788
10/02/2018,01 00 00,0.892
10/02/2018,02 00 00,1.255
10/02/2018,03 00 00,1.817
10/02/2018,04 00 00,2.468
10/02/2018,05 00 00,3.069
10/02/2018,06 00 00,3.488
10/02/2018,07 00 00,3.628
10/02/2018,08 00 00,3.459
10/02/2018,09 00 00,3.025
10/02/2018,10 00 00,2.438
10/02/2018,11 00 00,1.851
10/02/2018,12 00 00,1.414
10/02/2018,13 00 00,1.237
10/02/2018,14 00 00,1.355
10/02/2018,15 00 00,1.721
10/02/2018,16 00 00,2.218
10/02/2018,17 00 00,2.692
10/02/2018,18 00 00,2.994
10/02/2018,19 00 00,3.023
10/02/2018,20 00 00,2.751
10/02/2018,21 00 00,2.23
10/02/2018,22 00 00,1.584
10/02/2018,23 00 00,0.97
11/02/2018,00 00 00,0.548
11/02/2018,01 00 00,0.438
11/02/2018,02 00 00,0.689
11/02/2018,03 00 00,1.267
11/02/2018,04 00 00,2.058
11/02/2018,05 00 00,2.892
11/02/2018,06 00 00,3.582
11/02/2018,07 00 00,3.97
11/02/2018,08 00 00,3.965
11/02/2018,09 00 00,3.573
11/02/2018,10 00 00,2.897
11/02/2018,11 00 00,2.113
11/02/2018,12 00 00,1.424
11/02/2018,13 00 00,1.009
11/02/2018,14 00 00,0.969
11/02/2018,15 00 00,1.301
11/02/2018,16 00 00,1.897
11/02/2018,17 00 00,2.577
11/02/2018,18 00 00,3.134
11/02/2018,19 00 00,3.397
11/02/2018,20 00 00,3.274
11/02/2018,21 00 00,2.776
11/02/2018,22 00 00,2.021
11/02/2018,23 00 00,1.196
12/02/2018,00 00 00,0.513
12/02/2018,01 00 00,0.157
12/02/2018,02 00 00,0.236
12/02/2018,03 00 00,0.757
12/02/2018,04 00 00,1.617
12/02/2018,05 00 00,2.631
12/02/2018,06 00 00,3.568
12/02/2018,07 00 00,4.213
12/02/2018,08 00 00,4.415
12/02/2018,09 00 00,4.13
12/02/2018,10 00 00,3.435
12/02/2018,11 00 00,2.513
12/02/2018,12 00 00,1.602
12/02/2018,13 00 00,0.94
12/02/2018,14 00 00,0.696
12/02/2018,15 00 00,0.924
12/02/2018,16 00 00,1.548
12/02/2018,17 00 00,2.38
12/02/2018,18 00 00,3.175
12/02/2018,19 00 00,3.694
12/02/2018,20 00 00,3.776
12/02/2018,21 00 00,3.377
12/02/2018,22 00 00,2.585
12/02/2018,23 00 00,1.598
13/02/2018,00 00 00,0.669
13/02/2018,01 00 00,0.045
13/02/2018,02 00 00,-0.099
13/02/2018,03 00 00,0.295
13/02/2018,04 00 00,1.155
13/02/2018,05 00 00,2.293
13/02/2018,06 00 00,3.448
13/02/2018,07 00 00,4.352
13/02/2018,08 00 00,4.795
13/02/2018,09 00 00,4.675
13/02/2018,10 00 00,4.029
13/02/2018,11 00 00,3.028
13/02/2018,12 00 00,1.931
13/02/2018,13 00 00,1.023
13/02/2018,14 00 00,0.538
13/02/2018,15 00 00,0.598
13/02/2018,16 00 00,1.174
13/02/2018,17 00 00,2.094
13/02/2018,18 00 00,3.093
13/02/2018,19 00 00,3.878
13/02/2018,20 00 00,4.214
13/02/2018,21 00 00,3.988
13/02/2018,22 00 00,3.24
13/02/2018,23 00 00,2.154
14/02/2018,00 00 00,1.01
14/02/2018,01 00 00,0.107
14/02/2018,02 00 00,-0.31
14/02/2018,03 00 00,-0.115
14/02/2018,04 00 00,0.666
14/02/2018,05 00 00,1.86
14/02/2018,06 00 00,3.193
14/02/2018,07 00 00,4.352
14/02/2018,08 00 00,5.065
14/02/2018,09 00 00,5.167
14/02/2018,10 00 00,4.642
14/02/2018,11 00 00,3.631
14/02/2018,12 00 00,2.396
14/02/2018,13 00 00,1.256
14/02/2018,14 00 00,0.506
14/02/2018,15 00 00,0.336
14/02/2018,16 00 00,0.782
14/02/2018,17 00 00,1.712
14/02/2018,18 00 00,2.861
14/02/2018,19 00 00,3.9
14/02/2018,20 00 00,4.527
14/02/2018,21 00 00,4.55
14/02/2018,22 00 00,3.941
14/02/2018,23 00 00,2.845
15/02/2018,00 00 00,1.541
15/02/2018,01 00 00,0.368
15/02/2018,02 00 00,-0.36
15/02/2018,03 00 00,-0.442
15/02/2018,04 00 00,0.162
15/02/2018,05 00 00,1.322
15/02/2018,06 00 00,2.766
15/02/2018,07 00 00,4.153
15/02/2018,08 00 00,5.154
15/02/2018,09 00 00,5.535
15/02/2018,10 00 00,5.213
15/02/2018,11 00 00,4.279
15/02/2018,12 00 00,2.977
15/02/2018,13 00 00,1.643
15/02/2018,14 00 00,0.618
15/02/2018,15 00 00,0.165
15/02/2018,16 00 00,0.395
15/02/2018,17 00 00,1.237
15/02/2018,18 00 00,2.453
15/02/2018,19 00 00,3.704
15/02/2018,20 00 00,4.635
15/02/2018,21 00 00,4.976
15/02/2018,22 00 00,4.612
15/02/2018,23 00 00,3.623
16/02/2018,00 00 00,2.255
16/02/2018,01 00 00,0.863
16/02/2018,02 00 00,-0.186
16/02/2018,03 00 00,-0.613
16/02/2018,04 00 00,-0.291
16/02/2018,05 00 00,0.713
16/02/2018,06 00 00,2.162
16/02/2018,07 00 00,3.71
16/02/2018,08 00 00,4.985
16/02/2018,09 00 00,5.684
16/02/2018,10 00 00,5.647
16/02/2018,11 00 00,4.896
16/02/2018,12 00 00,3.63
16/02/2018,13 00 00,2.176
16/02/2018,14 00 00,0.904
16/02/2018,15 00 00,0.138
16/02/2018,16 00 00,0.069
16/02/2018,17 00 00,0.708
16/02/2018,18 00 00,1.875
16/02/2018,19 00 00,3.249
16/02/2018,20 00 00,4.452
16/02/2018,21 00 00,5.145
16/02/2018,22 00 00,5.126
16/02/2018,23 00 00,4.381
17/02/2018,00 00 00,3.093
17/02/2018,01 00 00,1.593
17/02/2018,02 00 00,0.271
17/02/2018,03 00 00,-0.523
17/02/2018,04 00 00,-0.576
17/02/2018,05 00 00,0.136
17/02/2018,06 00 00,1.446
17/02/2018,07 00 00,3.033
17/02/2018,08 00 00,4.51
17/02/2018,09 00 00,5.523
17/02/2018,10 00 00,5.831
17/02/2018,11 00 00,5.372
17/02/2018,12 00 00,4.273
17/02/2018,13 00 00,2.819
17/02/2018,14 00 00,1.379
17/02/2018,15 00 00,0.318
17/02/2018,16 00 00,-0.101
17/02/2018,17 00 00,0.224
17/02/2018,18 00 00,1.197
17/02/2018,19 00 00,2.554
17/02/2018,20 00 00,3.929
17/02/2018,21 00 00,4.948
17/02/2018,22 00 00,5.327
17/02/2018,23 00 00,4.954
18/02/2018,00 00 00,3.915
18/02/2018,01 00 00,2.476
18/02/2018,02 00 00,1.01
18/02/2018,03 00 00,-0.1
18/02/2018,04 00 00,-0.561
18/02/2018,05 00 00,-0.25
18/02/2018,06 00 00,0.759
18/02/2018,07 00 00,2.216
18/02/2018,08 00 00,3.758
18/02/2018,09 00 00,5.008
18/02/2018,10 00 00,5.664
18/02/2018,11 00 00,5.575
18/02/2018,12 00 00,4.776
18/02/2018,13 00 00,3.479
18/02/2018,14 00 00,2.011
18/02/2018,15 00 00,0.743
18/02/2018,16 00 00,-0.012
18/02/2018,17 00 00,-0.071
18/02/2018,18 00 00,0.57
18/02/2018,19 00 00,1.737
18/02/2018,20 00 00,3.118
18/02/2018,21 00 00,4.347
18/02/2018,22 00 00,5.095
18/02/2018,23 00 00,5.16
19/02/2018,00 00 00,4.519
19/02/2018,01 00 00,3.338
19/02/2018,02 00 00,1.922
19/02/2018,03 00 00,0.644
19/02/2018,04 00 00,-0.165
19/02/2018,05 00 00,-0.293
19/02/2018,06 00 00,0.291
19/02/2018,07 00 00,1.438
19/02/2018,08 00 00,2.856
19/02/2018,09 00 00,4.19
19/02/2018,10 00 00,5.11
19/02/2018,11 00 00,5.397
19/02/2018,12 00 00,4.991
19/02/2018,13 00 00,4.004
19/02/2018,14 00 00,2.688
19/02/2018,15 00 00,1.373
19/02/2018,16 00 00,0.381
19/02/2018,17 00 00,-0.049
19/02/2018,18 00 00,0.179
19/02/2018,19 00 00,0.996
19/02/2018,20 00 00,2.185
19/02/2018,21 00 00,3.435
19/02/2018,22 00 00,4.421
19/02/2018,23 00 00,4.888
20/02/2018,00 00 00,4.718
20/02/2018,01 00 00,3.957
20/02/2018,02 00 00,2.81
20/02/2018,03 00 00,1.578
20/02/2018,04 00 00,0.584
20/02/2018,05 00 00,0.087
20/02/2018,06 00 00,0.209
20/02/2018,07 00 00,0.914
20/02/2018,08 00 00,2.015
20/02/2018,09 00 00,3.226
20/02/2018,10 00 00,4.243
20/02/2018,11 00 00,4.814
20/02/2018,12 00 00,4.806
20/02/2018,13 00 00,4.23
20/02/2018,14 00 00,3.235
20/02/2018,15 00 00,2.07
20/02/2018,16 00 00,1.017
20/02/2018,17 00 00,0.328
20/02/2018,18 00 00,0.159
20/02/2018,19 00 00,0.54
20/02/2018,20 00 00,1.364
20/02/2018,21 00 00,2.418
20/02/2018,22 00 00,3.436
20/02/2018,23 00 00,4.161
21/02/2018,00 00 00,4.418
21/02/2018,01 00 00,4.152
21/02/2018,02 00 00,3.443
21/02/2018,03 00 00,2.487
21/02/2018,04 00 00,1.539
21/02/2018,05 00 00,0.846
21/02/2018,06 00 00,0.585
21/02/2018,07 00 00,0.814
21/02/2018,08 00 00,1.461
21/02/2018,09 00 00,2.351
21/02/2018,10 00 00,3.25
21/02/2018,11 00 00,3.928
21/02/2018,12 00 00,4.218
21/02/2018,13 00 00,4.055
21/02/2018,14 00 00,3.483
21/02/2018,15 00 00,2.643
21/02/2018,16 00 00,1.738
21/02/2018,17 00 00,0.976
21/02/2018,18 00 00,0.529
21/02/2018,19 00 00,0.493
21/02/2018,20 00 00,0.864
21/02/2018,21 00 00,1.544
21/02/2018,22 00 00,2.367
21/02/2018,23 00 00,3.134
22/02/2018,00 00 00,3.667
22/02/2018,01 00 00,3.847
22/02/2018,02 00 00,3.65
22/02/2018,03 00 00,3.144
22/02/2018,04 00 00,2.474
22/02/2018,05 00 00,1.824
22/02/2018,06 00 00,1.36
22/02/2018,07 00 00,1.196
22/02/2018,08 00 00,1.361
22/02/2018,09 00 00,1.796
22/02/2018,10 00 00,2.376
22/02/2018,11 00 00,2.944
22/02/2018,12 00 00,3.351
22/02/2018,13 00 00,3.498
22/02/2018,14 00 00,3.347
22/02/2018,15 00 00,2.934
22/02/2018,16 00 00,2.351
22/02/2018,17 00 00,1.725
22/02/2018,18 00 00,1.19
22/02/2018,19 00 00,0.858
22/02/2018,20 00 00,0.795
22/02/2018,21 00 00,1.012
22/02/2018,22 00 00,1.458
22/02/2018,23 00 00,2.038
23/02/2018,00 00 00,2.625
23/02/2018,01 00 00,3.099
23/02/2018,02 00 00,3.364
23/02/2018,03 00 00,3.38
23/02/2018,04 00 00,3.165
23/02/2018,05 00 00,2.79
23/02/2018,06 00 00,2.361
23/02/2018,07 00 00,1.987
23/02/2018,08 00 00,1.755
23/02/2018,09 00 00,1.707
23/02/2018,10 00 00,1.839
23/02/2018,11 00 00,2.1
23/02/2018,12 00 00,2.413
23/02/2018,13 00 00,2.692
23/02/2018,14 00 00,2.863
23/02/2018,15 00 00,2.876
23/02/2018,16 00 00,2.715
23/02/2018,17 00 00,2.399
23/02/2018,18 00 00,1.98
23/02/2018,19 00 00,1.536
23/02/2018,20 00 00,1.155
23/02/2018,21 00 00,0.921
23/02/2018,22 00 00,0.896
23/02/2018,23 00 00,1.103
24/02/2018,00 00 00,1.516
24/02/2018,01 00 00,2.062
24/02/2018,02 00 00,2.639
24/02/2018,03 00 00,3.131
24/02/2018,04 00 00,3.443
24/02/2018,05 00 00,3.519
24/02/2018,06 00 00,3.356
24/02/2018,07 00 00,3.004
24/02/2018,08 00 00,2.55
24/02/2018,09 00 00,2.103
24/02/2018,10 00 00,1.759
24/02/2018,11 00 00,1.588
24/02/2018,12 00 00,1.617
24/02/2018,13 00 00,1.827
24/02/2018,14 00 00,2.153
24/02/2018,15 00 00,2.502
24/02/2018,16 00 00,2.772
24/02/2018,17 00 00,2.87
24/02/2018,18 00 00,2.742
24/02/2018,19 00 00,2.386
24/02/2018,20 00 00,1.863
24/02/2018,21 00 00,1.283
24/02/2018,22 00 00,0.789
24/02/2018,23 00 00,0.517
25/02/2018,00 00 00,0.562
25/02/2018,01 00 00,0.949
25/02/2018,02 00 00,1.619
25/02/2018,03 00 00,2.441
25/02/2018,04 00 00,3.24
25/02/2018,05 00 00,3.843
25/02/2018,06 00 00,4.119
25/02/2018,07 00 00,4.015
25/02/2018,08 00 00,3.565
25/02/2018,09 00 00,2.883
25/02/2018,10 00 00,2.135
25/02/2018,11 00 00,1.498
25/02/2018,12 00 00,1.117
25/02/2018,13 00 00,1.074
25/02/2018,14 00 00,1.365
25/02/2018,15 00 00,1.9
25/02/2018,16 00 00,2.528
25/02/2018,17 00 00,3.064
25/02/2018,18 00 00,3.343
25/02/2018,19 00 00,3.257
25/02/2018,20 00 00,2.792
25/02/2018,21 00 00,2.036
25/02/2018,22 00 00,1.166
25/02/2018,23 00 00,0.403
26/02/2018,00 00 00,-0.039
26/02/2018,01 00 00,-0.014
26/02/2018,02 00 00,0.51
26/02/2018,03 00 00,1.444
26/02/2018,04 00 00,2.588
26/02/2018,05 00 00,3.685
26/02/2018,06 00 00,4.484
26/02/2018,07 00 00,4.803
26/02/2018,08 00 00,4.578
26/02/2018,09 00 00,3.875
26/02/2018,10 00 00,2.876
26/02/2018,11 00 00,1.829
26/02/2018,12 00 00,0.991
26/02/2018,13 00 00,0.561
26/02/2018,14 00 00,0.632
26/02/2018,15 00 00,1.17
26/02/2018,16 00 00,2.019
26/02/2018,17 00 00,2.941
26/02/2018,18 00 00,3.672
26/02/2018,19 00 00,3.992
26/02/2018,20 00 00,3.782
26/02/2018,21 00 00,3.058
26/02/2018,22 00 00,1.98
26/02/2018,23 00 00,0.812
27/02/2018,00 00 00,-0.141
27/02/2018,01 00 00,-0.614
27/02/2018,02 00 00,-0.45
27/02/2018,03 00 00,0.348
27/02/2018,04 00 00,1.618
27/02/2018,05 00 00,3.071
27/02/2018,06 00 00,4.367
27/02/2018,07 00 00,5.201
27/02/2018,08 00 00,5.38
27/02/2018,09 00 00,4.877
27/02/2018,10 00 00,3.831
27/02/2018,11 00 00,2.513
27/02/2018,12 00 00,1.256
27/02/2018,13 00 00,0.373
27/02/2018,14 00 00,0.075
27/02/2018,15 00 00,0.422
27/02/2018,16 00 00,1.307
27/02/2018,17 00 00,2.486
27/02/2018,18 00 00,3.632
27/02/2018,19 00 00,4.424
27/02/2018,20 00 00,4.626
27/02/2018,21 00 00,4.151
27/02/2018,22 00 00,3.089
27/02/2018,23 00 00,1.692
28/02/2018,00 00 00,0.31
28/02/2018,01 00 00,-0.692
28/02/2018,02 00 00,-1.035
28/02/2018,03 00 00,-0.598
28/02/2018,04 00 00,0.544
28/02/2018,05 00 00,2.131
28/02/2018,06 00 00,3.789
28/02/2018,07 00 00,5.119
28/02/2018,08 00 00,5.804
28/02/2018,09 00 00,5.687
28/02/2018,10 00 00,4.817
28/02/2018,11 00 00,3.427
28/02/2018,12 00 00,1.878
28/02/2018,13 00 00,0.564
28/02/2018,14 00 00,-0.189
28/02/2018,15 00 00,-0.202
28/02/2018,16 00 00,0.511
28/02/2018,17 00 00,1.751
28/02/2018,18 00 00,3.182
28/02/2018,19 00 00,4.414
28/02/2018,20 00 00,5.108
28/02/2018,21 00 00,5.058
28/02/2018,22 00 00,4.249
28/02/2018,23 00 00,2.863
01/03/2018,00 00 00,1.241
01/03/2018,01 00 00,-0.202
01/03/2018,02 00 00,-1.087
01/03/2018,03 00 00,-1.164
01/03/2018,04 00 00,-0.387
01/03/2018,05 00 00,1.074
01/03/2018,06 00 00,2.872
01/03/2018,07 00 00,4.568
01/03/2018,08 00 00,5.749
01/03/2018,09 00 00,6.131
01/03/2018,10 00 00,5.635
01/03/2018,11 00 00,4.404
01/03/2018,12 00 00,2.764
01/03/2018,13 00 00,1.138
01/03/2018,14 00 00,-0.06
01/03/2018,15 00 00,-0.536
01/03/2018,16 00 00,-0.184
01/03/2018,17 00 00,0.889
01/03/2018,18 00 00,2.392
01/03/2018,19 00 00,3.923
01/03/2018,20 00 00,5.075
01/03/2018,21 00 00,5.534
01/03/2018,22 00 00,5.164
01/03/2018,23 00 00,4.04
02/03/2018,00 00 00,2.434
02/03/2018,01 00 00,0.751
02/03/2018,02 00 00,-0.576
02/03/2018,03 00 00,-1.197
02/03/2018,04 00 00,-0.935
02/03/2018,05 00 00,0.164
02/03/2018,06 00 00,1.837
02/03/2018,07 00 00,3.672
02/03/2018,08 00 00,5.216
02/03/2018,09 00 00,6.086
02/03/2018,10 00 00,6.077
02/03/2018,11 00 00,5.206
02/03/2018,12 00 00,3.711
02/03/2018,13 00 00,1.984
02/03/2018,14 00 00,0.466
02/03/2018,15 00 00,-0.46
02/03/2018,16 00 00,-0.573
02/03/2018,17 00 00,0.139
02/03/2018,18 00 00,1.476
02/03/2018,19 00 00,3.083
02/03/2018,20 00 00,4.536
02/03/2018,21 00 00,5.455
02/03/2018,22 00 00,5.598
02/03/2018,23 00 00,4.917
03/03/2018,00 00 00,3.579
03/03/2018,01 00 00,1.919
03/03/2018,02 00 00,0.36
03/03/2018,03 00 00,-0.696
03/03/2018,04 00 00,-0.969
03/03/2018,05 00 00,-0.378
03/03/2018,06 00 00,0.937
03/03/2018,07 00 00,2.651
03/03/2018,08 00 00,4.332
03/03/2018,09 00 00,5.56
03/03/2018,10 00 00,6.03
03/03/2018,11 00 00,5.635
03/03/2018,12 00 00,4.49
03/03/2018,13 00 00,2.899
03/03/2018,14 00 00,1.275
03/03/2018,15 00 00,0.03
03/03/2018,16 00 00,-0.53
03/03/2018,17 00 00,-0.28
03/03/2018,18 00 00,0.698
03/03/2018,19 00 00,2.136
03/03/2018,20 00 00,3.658
03/03/2018,21 00 00,4.87
03/03/2018,22 00 00,5.463
03/03/2018,23 00 00,5.287
04/03/2018,00 00 00,4.388
04/03/2018,01 00 00,2.996
04/03/2018,02 00 00,1.465
04/03/2018,03 00 00,0.189
04/03/2018,04 00 00,-0.504
04/03/2018,05 00 00,-0.432
04/03/2018,06 00 00,0.392
04/03/2018,07 00 00,1.76
04/03/2018,08 00 00,3.324
04/03/2018,09 00 00,4.688
04/03/2018,10 00 00,5.505
04/03/2018,11 00 00,5.573
04/03/2018,12 00 00,4.887
04/03/2018,13 00 00,3.631
04/03/2018,14 00 00,2.137
04/03/2018,15 00 00,0.787
04/03/2018,16 00 00,-0.083
04/03/2018,17 00 00,-0.265
04/03/2018,18 00 00,0.266
04/03/2018,19 00 00,1.356
04/03/2018,20 00 00,2.713
04/03/2018,21 00 00,3.988
04/03/2018,22 00 00,4.859
04/03/2018,23 00 00,5.114
05/03/2018,00 00 00,4.698
05/03/2018,01 00 00,3.727
05/03/2018,02 00 00,2.453
05/03/2018,03 00 00,1.206
05/03/2018,04 00 00,0.303
05/03/2018,05 00 00,-0.024
05/03/2018,06 00 00,0.307
05/03/2018,07 00 00,1.211
05/03/2018,08 00 00,2.452
05/03/2018,09 00 00,3.71
05/03/2018,10 00 00,4.66
05/03/2018,11 00 00,5.06
05/03/2018,12 00 00,4.812
05/03/2018,13 00 00,3.987
05/03/2018,14 00 00,2.805
05/03/2018,15 00 00,1.571
05/03/2018,16 00 00,0.598
05/03/2018,17 00 00,0.122
05/03/2018,18 00 00,0.245
05/03/2018,19 00 00,0.917
05/03/2018,20 00 00,1.95
05/03/2018,21 00 00,3.074
05/03/2018,22 00 00,4.007
05/03/2018,23 00 00,4.525
06/03/2018,00 00 00,4.513
06/03/2018,01 00 00,3.993
06/03/2018,02 00 00,3.11
06/03/2018,03 00 00,2.099
06/03/2018,04 00 00,1.218
06/03/2018,05 00 00,0.691
06/03/2018,06 00 00,0.648
06/03/2018,07 00 00,1.095
06/03/2018,08 00 00,1.91
06/03/2018,09 00 00,2.876
06/03/2018,10 00 00,3.74
06/03/2018,11 00 00,4.273
06/03/2018,12 00 00,4.337
06/03/2018,13 00 00,3.918
06/03/2018,14 00 00,3.126
06/03/2018,15 00 00,2.168
06/03/2018,16 00 00,1.288
06/03/2018,17 00 00,0.704
06/03/2018,18 00 00,0.549
06/03/2018,19 00 00,0.845
06/03/2018,20 00 00,1.499
06/03/2018,21 00 00,2.336
06/03/2018,22 00 00,3.144
06/03/2018,23 00 00,3.731
07/03/2018,00 00 00,3.97
07/03/2018,01 00 00,3.825
07/03/2018,02 00 00,3.354
07/03/2018,03 00 00,2.694
07/03/2018,04 00 00,2.018
07/03/2018,05 00 00,1.498
07/03/2018,06 00 00,1.263
07/03/2018,07 00 00,1.364
07/03/2018,08 00 00,1.766
07/03/2018,09 00 00,2.356
07/03/2018,10 00 00,2.972
07/03/2018,11 00 00,3.447
07/03/2018,12 00 00,3.649
07/03/2018,13 00 00,3.522
07/03/2018,14 00 00,3.095
07/03/2018,15 00 00,2.477
07/03/2018,16 00 00,1.825
07/03/2018,17 00 00,1.299
07/03/2018,18 00 00,1.023
07/03/2018,19 00 00,1.052
07/03/2018,20 00 00,1.362
07/03/2018,21 00 00,1.865
07/03/2018,22 00 00,2.431
07/03/2018,23 00 00,2.928
08/03/2018,00 00 00,3.253
08/03/2018,01 00 00,3.351
